_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
936932,4155204,2017.0,,1960.0,PRIVATE,4,Parkdale-High Park,4033 OLD DUNDAS ST,5,47,2022-05-18,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,,S0421,43.6637082321,-79.5023379758,304595.728,4835750.825
936933,4155205,2017.0,,1959.0,PRIVATE,4,Parkdale-High Park,4029 OLD DUNDAS ST,8,29,2022-05-18,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0421,43.6639708719,-79.5021353711,304612.07,4835780.002
936934,4152930,2017.0,,1986.0,PRIVATE,4,Parkdale-High Park,66 OAKMOUNT RD,12,171,2022-05-18,87,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,S0428,43.656653483199996,-79.46369050930001,307713.136,4834967.66
936935,4364249,2018.0,,1953.0,PRIVATE,19,Beaches-East York,9 STAG HILL DR,4,15,2022-05-17,88,Evaluation needs to be conducted in 3 years,16,4.0,3.0,5.0,5.0,5.0,5.0,,5.0,,5.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,5.0,,S1927,43.70336356399999,-79.310527323,320055.105,4840174.598999999
936936,4152749,2017.0,,1967.0,PRIVATE,21,Scarborough Centre,945 MIDLAND AVE,13,149,2022-05-17,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2134,43.7370346448,-79.2585189025,324236.128,4843925.117
936937,4155188,2017.0,,1954.0,PRIVATE,5,York South-Weston,2 JASPER AVE,3,22,2022-05-17,73,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,W0535,43.6835075066,-79.4830125811,306153.977,4837950.505
936938,4155134,2017.0,,1960.0,PRIVATE,5,York South-Weston,19 DENISON RD E,3,26,2022-05-17,64,Evaluation needs to be conducted in 1 year,15,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,W0527,43.696310243999996,-79.506587145,304253.209,4839373.738
936939,4155146,2018.0,,1945.0,PRIVATE,5,York South-Weston,139 WOODWARD AVE,3,10,2022-05-17,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,2.0,,3.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,3.0,,W0525,43.709631600600005,-79.5071555325,304207.833,4840852.683
936940,4153043,2019.0,,1931.0,PRIVATE,4,Parkdale-High Park,3 ELM GROVE AVE,3,12,2022-05-17,68,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S0436,43.638815334200004,-79.4301843033,310417.398,4832987.572
936941,4152837,2017.0,,1992.0,SOCIAL HOUSING,24,Scarborough-Guildwood,38 ANDOVER CRES,4,25,2022-05-17,89,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,E2432,43.7656866774,-79.194946435,329345.274,4847124.988
936942,4152853,2017.0,,1970.0,PRIVATE,22,Scarborough-Agincourt,20 CHICHESTER PL,14,189,2022-05-17,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,,E2225,43.777312321000004,-79.321766948,319131.65,4848387.9180000005
936943,4268877,,,,TCHC,21,Scarborough Centre,83 GILDER DR,6,24,2022-05-17,84,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,,E2134,43.7363547745,-79.25389806529999,324608.572,4843850.685
936944,4155068,2017.0,,1959.0,PRIVATE,9,Davenport,2208 DUFFERIN ST,4,18,2022-05-16,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,4.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,,S0922,43.69067643,-79.44845877600001,308939.113,4838748.9969999995
936945,4154258,2018.0,,1973.0,PRIVATE,7,Humber River-Black Creek,5 DAMASK AVE,3,12,2022-05-16,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,,W0728,43.741702861899995,-79.5393075079,301618.527,4844416.353999999
936946,4154025,2017.0,,1955.0,PRIVATE,8,Eglinton-Lawrence,3000 YONGE ST,12,272,2022-05-16,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,5.0,,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0829,43.723761725,-79.402367148,312650.498,4842428.0
936947,4155734,2017.0,,1992.0,PRIVATE,9,Davenport,800 LANSDOWNE AVE,4,138,2022-05-16,78,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,S0930,43.6650311015,-79.4462388637,309120.17699999997,4835899.067
936948,4154744,2017.0,,1968.0,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2022-05-16,51,Evaluation needs to be conducted in 1 year,17,3.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,,,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
936949,4155092,2017.0,,2009.0,SOCIAL HOUSING,5,York South-Weston,2600 EGLINTON AVE W,3,32,2022-05-16,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,3.0,5.0,W0533,43.690839177,-79.473005863,306960.28,4838766.143999999
936950,4155115,,,1956.0,PRIVATE,5,York South-Weston,9 GREENTREE CRT,3,28,2022-05-16,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,5.0,,3.0,,,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,2.0,,W0532,43.692147125299996,-79.4794625352,306440.017,4838910.374
936951,4152744,2017.0,,1962.0,PRIVATE,24,Scarborough-Guildwood,35 GREENBRAE CRCT,6,70,2022-05-16,89,Evaluation needs to be conducted in 3 years,20,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,E2425,43.759036474,-79.231672415,326390.498,4846376.987
936952,4154248,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,3400 WESTON RD,27,263,2022-05-16,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0727,43.749810628999995,-79.543432658,301286.482,4845318.212
936953,4167685,2017.0,,1948.0,TCHC,13,Toronto Centre,295 SACKVILLE ST,3,48,2022-05-13,68,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1330,43.661833468000005,-79.36324770899999,315813.619,4835552.43
936954,4317589,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3015 F QUEEN ST E,4,15,2022-05-13,76,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,5.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,4.0,3.0,E2033,43.6746668318,-79.2776535124,,
936955,4155630,2017.0,,1957.0,TCHC,8,Eglinton-Lawrence,4 REPLIN RD,4,30,2022-05-13,73,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,N0823,43.717910323999995,-79.443368577,309354.813,4841773.51
936956,4154010,2017.0,,1974.0,PRIVATE,8,Eglinton-Lawrence,500 DUPLEX AVE,33,319,2022-05-13,83,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,N0833,43.709767508,-79.4014749326,312724.472,4840872.481000001
936957,4153786,2017.0,,1956.0,PRIVATE,15,Don Valley West,299 FORMAN AVE,4,29,2022-05-13,48,Building Audit,15,2.0,2.0,3.0,2.0,1.0,2.0,,3.0,,,1.0,1.0,4.0,3.0,3.0,3.0,,3.0,3.0,,N1530,43.7077721579,-79.38523195970001,314033.795,4840652.473
936958,4155805,2017.0,,1950.0,PRIVATE,20,Scarborough Southwest,1633 KINGSTON RD,3,10,2022-05-13,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,E2034,43.690864521,-79.265477585,323718.011,4838812.556
936959,4152813,2017.0,,1964.0,PRIVATE,24,Scarborough-Guildwood,35 CONFEDERATION DR,8,133,2022-05-13,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,4.0,4.0,5.0,,5.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,E2430,43.7572104007,-79.2230052748,327089.333,4846175.445
936960,4152592,2018.0,,1962.0,PRIVATE,20,Scarborough Southwest,186 DANFORTH RD,4,15,2022-05-13,90,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,5.0,4.0,3.0,,5.0,,,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,,E2029,43.6993092047,-79.27375284060001,323020.45399999997,4839730.5430000005
936961,4152617,2017.0,,1965.0,PRIVATE,20,Scarborough Southwest,506 DANFORTH RD,3,22,2022-05-13,86,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,E2030,43.709022115699995,-79.2673794919,323531.11100000003,4840811.032
936962,4154702,2017.0,,1974.0,TCHC,18,Willowdale,35 PARK HOME AVE,10,283,2022-05-13,88,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,N1824,43.768124338,-79.415525902,311585.335,4847355.239
936963,4153430,2017.0,,1918.0,SOCIAL HOUSING,13,Toronto Centre,49 MUTUAL ST,4,20,2022-05-13,85,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,3.0,3.0,5.0,,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,,4.0,S1332,43.65533821,-79.37472999100001,314888.613,4834829.365
936964,4154007,2017.0,,1960.0,PRIVATE,8,Eglinton-Lawrence,1106 AVENUE RD,4,22,2022-05-13,75,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,,N0833,43.708098073100004,-79.4106259149,311987.226,4840686.163
936965,4155545,2017.0,,1955.0,PRIVATE,3,Etobicoke-Lakeshore,1 BIRCHLEA AVE,3,10,2022-05-13,69,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0334,43.592713802700004,-79.5276951676,302548.19399999996,4827864.057
936966,4153165,2017.0,,1928.0,PRIVATE,9,Davenport,1019 BLOOR ST W,3,26,2022-05-13,49,Building Audit,14,2.0,2.0,1.0,3.0,,2.0,,3.0,,,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,3.0,,S0934,43.6606296548,-79.4308395547,310362.521,4835410.9969999995
936967,4155680,2017.0,,1930.0,PRIVATE,12,Toronto-St. Paul's,3 BROADWAY AVE,4,36,2022-05-13,77,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,S1221,43.70948336,-79.39845180489999,312968.13800000004,4840841.205
936968,4897867,2021.0,,2020.0,PRIVATE,11,University-Rosedale,99 GERRARD ST W,32,275,2022-05-13,91,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,5.0,,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,S1145,,,313970.923,4835138.057
936969,4167694,2017.0,,1980.0,TCHC,13,Toronto Centre,325 GERRARD ST E,6,72,2022-05-13,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S1330,43.662101254,-79.36550611199999,315631.42100000003,4835581.8889999995
936970,4317586,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3015 QUEEN ST E,4,15,2022-05-13,84,Evaluation needs to be conducted in 2 years,15,5.0,3.0,5.0,5.0,5.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2033,43.6746668318,-79.2776535124,322713.36600000004,4836992.04
936971,4317588,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3015 A QUEEN ST E,4,15,2022-05-13,81,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,5.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,5.0,,E2033,43.6746668318,-79.2776535124,,
936972,4167684,2017.0,,1948.0,TCHC,13,Toronto Centre,274 SACKVILLE ST,6,71,2022-05-13,71,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1330,43.661533685,-79.36404948,315749.006,4835519.022
936973,4317590,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3017 QUEEN ST E,4,15,2022-05-12,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,4.0,4.0,5.0,5.0,3.0,4.0,4.0,,3.0,4.0,,E2033,43.6747570284,-79.2771547349,322753.558,4837002.1680000005
936974,4317592,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3017 B QUEEN ST E,4,15,2022-05-12,84,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,5.0,4.0,3.0,,4.0,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,,3.0,4.0,,E2033,43.6747570284,-79.2771547349,,
936975,4317594,2018.0,,1954.0,PRIVATE,20,Scarborough Southwest,3017 G QUEEN ST E,4,15,2022-05-12,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,4.0,3.0,4.0,4.0,,3.0,4.0,,E2033,43.6747570284,-79.2771547349,,
936976,4167680,2017.0,,2006.0,TCHC,13,Toronto Centre,259 SUMACH ST,3,47,2022-05-12,73,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,S1330,43.662405994,-79.360720129,316017.373,4835616.37
936977,4154986,2017.0,,1952.0,PRIVATE,12,Toronto-St. Paul's,236 VAUGHAN RD,5,79,2022-05-12,85,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,,S1229,43.6878267633,-79.4247971619,310847.13,4838432.92
936978,4153990,2017.0,,1950.0,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2022-05-12,63,Evaluation needs to be conducted in 1 year,13,2.0,3.0,2.0,2.0,,3.0,,2.0,,,4.0,3.0,5.0,3.0,5.0,4.0,,3.0,,,S1227,43.7056468063,-79.40240284949999,312650.228,4840414.579
936979,4152807,2017.0,,1967.0,PRIVATE,24,Scarborough-Guildwood,3969 KINGSTON RD,13,174,2022-05-12,74,Evaluation needs to be conducted in 2 years,20,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,E2434,43.75149072600001,-79.2033413635,328675.027,4845545.453
936980,4154705,2017.0,,1986.0,TCHC,18,Willowdale,5430 YONGE ST,14,239,2022-05-12,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,N1824,43.7759712605,-79.4152224497,311609.151,4848226.096
936981,4154739,2017.0,,1963.0,PRIVATE,15,Don Valley West,16 THE LINKS RD,4,102,2022-05-12,87,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,N1521,43.751505712,-79.402827155,312609.845,4845510.073
936982,4152929,2017.0,,1965.0,PRIVATE,4,Parkdale-High Park,60 MOUNTVIEW AVE,16,221,2022-05-12,75,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,S0428,43.6568780412,-79.4624258737,307815.135,4834992.653
936983,4152848,2017.0,,1972.0,PRIVATE,24,Scarborough-Guildwood,280 MORNINGSIDE AVE,14,165,2022-05-12,89,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,,E2428,43.7707432757,-79.1878549542,329914.104,4847688.883
936984,4152833,2017.0,,1973.0,PRIVATE,24,Scarborough-Guildwood,750 MORNINGSIDE AVE,13,165,2022-05-12,88,Evaluation needs to be conducted in 3 years,20,5.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,E2423,43.788199733999996,-79.195048036,329327.695,4849627.083000001
936985,4152834,2017.0,,1972.0,PRIVATE,24,Scarborough-Guildwood,80 MORNELLE CRT,16,265,2022-05-12,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,E2423,43.787820399999994,-79.19753046699999,329128.055,4849584.211
936986,4156733,2017.0,,1974.0,TCHC,8,Eglinton-Lawrence,135 NEPTUNE DR,4,48,2022-05-12,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,,N0823,43.729915311000006,-79.44050099100001,309577.593,4843108.688
936987,4153055,2017.0,,1992.0,SOCIAL HOUSING,4,Parkdale-High Park,1709 BLOOR ST W,6,80,2022-05-12,94,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,S0432,43.654570058000004,-79.45891655,308098.342,4834736.391
936988,4154992,2017.0,,1960.0,PRIVATE,12,Toronto-St. Paul's,1596-1598 BATHURST ST,5,62,2022-05-12,89,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,3.0,,S1229,43.688002772,-79.420528429,311180.353,4838471.794
936989,4154935,2017.0,,1943.0,PRIVATE,12,Toronto-St. Paul's,1535 BATHURST ST,4,32,2022-05-12,89,Evaluation needs to be conducted in 3 years,15,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,5.0,5.0,5.0,3.0,5.0,5.0,,5.0,,,S1230,43.685782618699996,-79.4189403297,311319.515,4838206.2469999995
936990,4154945,2017.0,,1940.0,PRIVATE,12,Toronto-St. Paul's,1576 BATHURST ST,4,24,2022-05-12,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,5.0,,,S1229,43.6863326216,-79.41998131300001,311235.532,4838267.274
936991,4155023,2017.0,,1954.0,PRIVATE,12,Toronto-St. Paul's,1 A BANSLEY AVE,4,19,2022-05-12,80,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,,,S1222,43.69288038569999,-79.44204325390001,309456.402,4838993.219
936992,4155425,2017.0,,1967.0,PRIVATE,1,Etobicoke North,5 JANSUSIE RD,3,45,2022-05-12,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,3.0,4.0,,3.0,,,2.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,,W0129,43.72849773,-79.57541136100001,298591.273,4843220.455
936993,4152716,2017.0,,1968.0,PRIVATE,21,Scarborough Centre,2250 LAWRENCE AVE E,6,33,2022-05-11,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,,E2128,43.7493270741,-79.2783368218,322636.154,4845286.324
936994,4154453,2017.0,,1958.0,PRIVATE,6,York Centre,18 SKIPTON CRT,4,40,2022-05-11,98,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,N0627,43.737360083999995,-79.492713493,305371.21,4843934.081
936995,4152873,2017.0,,1969.0,PRIVATE,22,Scarborough-Agincourt,3845 SHEPPARD AVE E,10,106,2022-05-11,68,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,E2232,43.7821007086,-79.2907139042,321630.25899999996,4848924.767
936996,4154049,2018.0,,1959.0,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2022-05-11,60,Evaluation needs to be conducted in 1 year,18,2.0,3.0,5.0,2.0,3.0,4.0,,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,,S1927,43.706994795,-79.295836771,321238.131,4840580.773
936997,4154049,2018.0,,1959.0,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2022-05-11,67,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,S1927,43.706994795,-79.295836771,321238.131,4840580.773
936998,4153117,2017.0,,1993.0,SOCIAL HOUSING,9,Davenport,6 A GREENLAW AVE,4,44,2022-05-11,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,S0927,43.6725455613,-79.4464387192,309103.482,4836733.8780000005
936999,4152685,2017.0,,1968.0,PRIVATE,20,Scarborough Southwest,2303 EGLINTON AVE E,7,169,2022-05-11,87,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,E2023,43.730751893800004,-79.2712141705,323215.458,4843224.2530000005
937000,4152705,2017.0,,1969.0,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2022-05-11,87,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,E2133,43.734340366800005,-79.2681240316,323463.283,4843623.61
937001,4152884,2017.0,,1980.0,PRIVATE,23,Scarborough North,30 KIMBERCROFT CRT,8,94,2022-05-11,92,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,E2332,43.7906958495,-79.2383755375,325839.99100000004,4849891.516
937002,4154652,2017.0,,1965.0,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2022-05-11,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,N0624,43.7657548154,-79.4437096635,309316.71,4847089.125
937003,4154684,2017.0,,1950.0,PRIVATE,8,Eglinton-Lawrence,2177 AVENUE RD,4,68,2022-05-11,90,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,,N0821,43.7414140473,-79.4211970066,311131.787,4844386.431
937004,4152856,2017.0,,1971.0,PRIVATE,22,Scarborough-Agincourt,375 BAY MILLS BLVD,14,188,2022-05-11,93,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,E2226,43.7823877317,-79.300874192,320812.374,4848954.635
